id,pubId,Equation,reactionEnergy,surfaceComposition,ads_1,ads_2,ads_3,sites_1,sites_2,sites_3,MetalA,RatioA,MetalB,RatioB
392237.0,MamunHighT2019,CS2(g) + 3* -> C* + 2S*,-4.21346564456428,Cu3V,C,S,0,hollow,hollow,0,Cu,3,V,1
392225.0,MamunHighT2019,CH3COOH(g) + 8* -> 2C* + 4H* + 2O*,-2.6031811191855923,Cu3Nb,C,H,O,hollow,hollow,top,Cu,3,Nb,1
364803.0,MamunHighT2019,CH3CH2OH(g) + 9* -> 2C* + 6H* + O*,8.748701413792901,RhSn,C,H,O,bridge,top,hollow,Rh,1,Sn,1
377188.0,MamunHighT2019,CH2* + * -> CH* + H*,-0.4019437049064436,PdPt,H,CH,CH2,hollow,hollow,bridge,Pd,1,Pt,1
371863.0,MamunHighT2019,CH3OH(g) + 6* -> C* + 4H* + O*,-6.875384168393339,NbZr,C,H,O,hollow,hollow,hollow,Nb,1,Zr,1
365715.0,MamunHighT2019,H2SO4(g) + 7* -> 2H* + 4O* + S*,-14.735743289389577,AgW,H,O,S,bridge,bridge,hollow,Ag,1,W,1
364523.0,MamunHighT2019,NO2(g) + 3* -> N* + 2O*,-0.8473528336419349,InMn,N,O,0,hollow,top-tilt,0,In,1,Mn,1
423195.0,MamunHighT2019,H2O2(g) + 4* -> 2H* + 2O*,-5.766843003258373,Ru3Pd,H,O,0,hollow,hollow,0,Ru,3,Pd,1
399767.0,MamunHighT2019,CH3CH2OH(g) + 9* -> 2C* + 6H* + O*,3.670117439510818,Sn3V,C,H,O,hollow,top,top,Sn,3,V,1
389370.0,MamunHighT2019,NO2(g) + 3* -> N* + 2O*,-8.124819349339532,Fe3Mo,N,O,0,hollow,hollow,0,Fe,3,Mo,1
412156.0,MamunHighT2019,CH2CH2(g) + 6* -> 2C* + 4H*,-4.740841583914857,Zr3Os,C,H,0,hollow,hollow,0,Zr,3,Os,1
409129.0,MamunHighT2019,CH3CHO(g) + 7* -> 2C* + 4H* + O*,-5.75411487824897,La3Mn,C,H,O,hollow,hollow,hollow,La,3,Mn,1
374821.0,MamunHighT2019,H2O2(g) + 4* -> 2H* + 2O*,-4.981625051668061,AlPd,H,O,0,hollow,bridge,0,Al,1,Pd,1
416684.0,MamunHighT2019,H2O2(g) + 4* -> 2H* + 2O*,-10.777471308466602,Nb3Rh,H,O,0,hollow,hollow,0,Nb,3,Rh,1
408863.0,MamunHighT2019,H2S(g) + 3* -> 2H* + S*,-4.160916788912687,La3Mo,H,S,0,hollow,hollow,0,La,3,Mo,1
377446.0,MamunHighT2019,CH3CH3(g) + 8* -> 2C* + 6H*,-0.1911780676242642,PtRe,C,H,0,hollow,bridge,0,Pt,1,Re,1
372460.0,MamunHighT2019,CH3CH2SH(g) + 9* -> 2C* + 6H* + S*,11.398180525687737,AgTl,C,H,S,hollow,bridge,bridge,Ag,1,Tl,1
393755.0,MamunHighT2019,NH* + * -> H* + N*,0.4005752444027166,Sn3Ir,H,N,NH,top,top,hollow,Sn,3,Ir,1
379642.0,MamunHighT2019,CH2CH2(g) + 6* -> 2C* + 4H*,-2.563224467498344,Ir3Hf,C,H,0,hollow,hollow,0,Ir,3,Hf,1
363642.0,MamunHighT2019,NH3(g) + 4* -> 3H* + N*,-3.0187726936212016,NbRh,H,N,0,hollow,hollow,0,Nb,1,Rh,1
397258.0,MamunHighT2019,CH2CH2(g) + 6* -> 2C* + 4H*,7.282815049498481,In3Tc,C,H,0,hollow,top,0,In,3,Tc,1
361591.0,MamunHighT2019,NH3(g) + 4* -> 3H* + N*,0.2590912866751864,Bi3W,H,N,0,bridge-tilt,hollow,0,Bi,3,W,1
368927.0,MamunHighT2019,CH3CH2SH(g) + 9* -> 2C* + 6H* + S*,-7.404574018619655,MoNb,C,H,S,hollow,hollow,hollow,Mo,1,Nb,1
409004.0,MamunHighT2019,N2O(g) + 3* -> 2N* + O*,-10.352218332010352,La3Ir,N,O,0,hollow,hollow,0,La,3,Ir,1
418763.0,MamunHighT2019,CH3CH2OH(g) + 9* -> 2C* + 6H* + O*,-3.9871718306807225,Cr3Tl,C,H,O,hollow,hollow,hollow,Cr,3,Tl,1
419332.0,MamunHighT2019,OCHOH(g) + 5* -> C* + 2H* + 2O*,-6.259981307341377,Mo3Zn,C,H,O,hollow,hollow,hollow,Mo,3,Zn,1
385262.0,MamunHighT2019,H2O2(g) + 4* -> 2H* + 2O*,-8.029718827864826,W3Y,H,O,0,bridge,top,0,W,3,Y,1
374852.0,MamunHighT2019,CH3OH(g) + 6* -> C* + 4H* + O*,-1.3050966105215591,NiOs,C,H,O,hollow,hollow,hollow,Ni,1,Os,1
367343.0,MamunHighT2019,NCH(g) + 3* -> C* + H* + N*,-1.31766976639517,AuLa,C,H,N,4fold,bridge,bridge,Au,1,La,1
415831.0,MamunHighT2019,H2S(g) + 3* -> 2H* + S*,-5.5987182843108485,Ta3Au,H,S,0,hollow,hollow,0,Ta,3,Au,1
411012.0,MamunHighT2019,CH3CHO(g) + 7* -> 2C* + 4H* + O*,-2.4493788401611027,RhSc,C,H,O,bridge,hollow,hollow,Rh,1,Sc,1
398716.0,MamunHighT2019,NO(g) + 2* -> N* + O*,-5.238374118514912,Pb3Cr,N,O,0,top,top,0,Pb,3,Cr,1
368214.0,MamunHighT2019,OCHOH(g) + 5* -> C* + 2H* + 2O*,-1.3216604517276664,InMo,C,H,O,bridge,bridge,top,In,1,Mo,1
400220.0,MamunHighT2019,C2H2(g) + 4* -> 2C* + 2H*,6.2647774497826845,Sn3Ag,C,H,0,hollow,bridge,0,Sn,3,Ag,1
425989.0,MamunHighT2019,NO2(g) + 3* -> N* + 2O*,1.362543923559997,Au3Sn,N,O,0,hollow,hollow,0,Au,3,Sn,1
365232.0,MamunHighT2019,C2H2(g) + 4* -> 2C* + 2H*,-2.43345541860532,PdTc,C,H,0,hollow,hollow,0,Pd,1,Tc,1
413965.0,MamunHighT2019,SH* + * -> H* + S*,-1.5248339774007036,Ru3Sn,H,S,SH,hollow,hollow,hollow,Ru,3,Sn,1
379542.0,MamunHighT2019,NCH(g) + 3* -> C* + H* + N*,-3.338799112600441,Os3In,C,H,N,hollow,hollow,hollow,Os,3,In,1
378616.0,MamunHighT2019,CS2(g) + 3* -> C* + 2S*,-5.185985945755533,VZn,C,S,0,hollow,hollow,0,V,1,Zn,1
416948.0,MamunHighT2019,CH3CH2SH(g) + 9* -> 2C* + 6H* + S*,-9.251709286345772,Nb3Ag,C,H,S,hollow,hollow,hollow,Nb,3,Ag,1
361992.0,MamunHighT2019,N2O(g) + 3* -> 2N* + O*,2.711522972090052,Bi3Ru,N,O,0,hollow,hollow-tilt,0,Bi,3,Ru,1
415781.0,MamunHighT2019,H2SO3(g) + 6* -> 2H* + 3O* + S*,-17.824689924271297,Ta3Pd,H,O,S,hollow,hollow,hollow,Ta,3,Pd,1
423814.0,MamunHighT2019,NH3(g) + 4* -> 3H* + N*,-0.3167979239198644,Ir3Ga,H,N,0,hollow,hollow,0,Ir,3,Ga,1
423855.0,MamunHighT2019,CH3CHO(g) + 7* -> 2C* + 4H* + O*,-1.4936661943444278,Ir3In,C,H,O,hollow,hollow,hollow,Ir,3,In,1
425438.0,MamunHighT2019,CH3SH(g) + 6* -> C* + 4H* + S*,-0.866437265441732,Pt3Tl,C,H,S,hollow,hollow,hollow,Pt,3,Tl,1
376472.0,MamunHighT2019,CH3CHO(g) + 7* -> 2C* + 4H* + O*,-3.780267352654505,CuTi,C,H,O,hollow,hollow,hollow,Cu,1,Ti,1
409192.0,MamunHighT2019,CH3CH2OH(g) + 9* -> 2C* + 6H* + O*,-5.090400925872359,La3Zn,C,H,O,hollow,hollow,hollow,La,3,Zn,1
423758.0,MamunHighT2019,CH3CH3(g) + 8* -> 2C* + 6H*,-1.7843918030126815,Ir3Cd,C,H,0,hollow,hollow,0,Ir,3,Cd,1
416646.0,MamunHighT2019,NH3(g) + 4* -> 3H* + N*,-4.577250690124117,Nb3Ir,H,N,0,hollow,hollow,0,Nb,3,Ir,1
397780.0,MamunHighT2019,CH3CHO(g) + 7* -> 2C* + 4H* + O*,4.891686938144972,In3Al,C,H,O,hollow,top,hollow,In,3,Al,1
397721.0,MamunHighT2019,OCHOH(g) + 5* -> C* + 2H* + 2O*,4.448521932661379,In3Hg,C,H,O,hollow,hollow,hollow,In,3,Hg,1
400135.0,MamunHighT2019,H2O(g) + 3* -> 2H* + O*,1.8794589904299528,Sn3Pd,H,O,0,top,hollow,0,Sn,3,Pd,1
390658.0,MamunHighT2019,CO(g) + 2* -> C* + O*,0.781715982432047,Pd3Co,C,O,0,hollow,hollow,0,Pd,3,Co,1
362394.0,MamunHighT2019,CO2(g) + 3* -> C* + 2O*,-7.886809129622634,Zr3Ru,C,O,0,hollow,hollow,0,Zr,3,Ru,1
374203.0,MamunHighT2019,H2O(g) + 3* -> 2H* + O*,-3.640656218174741,MoW,H,O,0,hollow,hollow,0,Mo,1,W,1
384092.0,MamunHighT2019,SO2(g) + 3* -> 2O* + S*,-11.93734307595355,Ta3Sc,O,S,0,hollow,hollow,0,Ta,3,Sc,1
393761.0,MamunHighT2019,CH3CH2SH(g) + 9* -> 2C* + 6H* + S*,0.2448536104453751,Cd3Hf,C,H,S,hollow,bridge,hollow-tilt,Cd,3,Hf,1
378835.0,MamunHighT2019,CH3CH3(g) + 8* -> 2C* + 6H*,2.697643397382649,NbPb,C,H,0,bridge,bridge,0,Nb,1,Pb,1
367998.0,MamunHighT2019,NO2(g) + 3* -> N* + 2O*,-9.159036157039964,CrRe,N,O,0,4fold,hollow,0,Cr,1,Re,1
367948.0,MamunHighT2019,H2S(g) + 3* -> 2H* + S*,-4.163140639406151,CoTi,H,S,0,hollow,hollow,0,Co,1,Ti,1
365145.0,MamunHighT2019,C2H2(g) + 4* -> 2C* + 2H*,-2.4607968728151377,ReRh,C,H,0,hollow,hollow,0,Re,1,Rh,1
369893.0,MamunHighT2019,H2SO3(g) + 6* -> 2H* + 3O* + S*,-13.980983856052262,OsTa,H,O,S,hollow,hollow,hollow,Os,1,Ta,1
419583.0,MamunHighT2019,N2O(g) + 3* -> 2N* + O*,-7.079822751599977,Mo3Tl,N,O,0,hollow,hollow,0,Mo,3,Tl,1
425749.0,MamunHighT2019,CH3CH2SH(g) + 9* -> 2C* + 6H* + S*,3.088153831354816,Pd3Pb,C,H,S,hollow,hollow,hollow,Pd,3,Pb,1
374955.0,MamunHighT2019,CO(g) + 2* -> C* + O*,-3.8118237139730127,HfOs,C,O,0,bridge,hollow,0,Hf,1,Os,1
408949.0,MamunHighT2019,CH3OH(g) + 6* -> C* + 4H* + O*,-4.65084496620284,La3Tc,C,H,O,hollow,hollow,hollow,La,3,Tc,1
373775.0,MamunHighT2019,H2O(g) + 3* -> 2H* + O*,-4.477202730881004,CdSc,H,O,0,bridge,bridge,0,Cd,1,Sc,1
408045.0,MamunHighT2019,CO2(g) + 3* -> C* + 2O*,-7.396030733025327,Y3Mn,C,O,0,hollow,hollow,0,Y,3,Mn,1
372884.0,MamunHighT2019,NH2(g) + 3* -> 2H* + N*,-3.630116841078518,MoSn,H,N,0,bridge,hollow,0,Mo,1,Sn,1
409396.0,MamunHighT2019,NO(g) + 2* -> N* + O*,-8.790538236211432,La3Tl,N,O,0,hollow,hollow,0,La,3,Tl,1
375602.0,MamunHighT2019,C2H2(g) + 4* -> 2C* + 2H*,4.91001516600312,AuZn,C,H,0,bridge,bridge,0,Au,1,Zn,1
384507.0,MamunHighT2019,CH3SH(g) + 6* -> C* + 4H* + S*,-5.334174380546415,V3Ti,C,H,S,hollow,hollow,top,V,3,Ti,1
393317.0,MamunHighT2019,CH4(g) + 5* -> C* + 4H*,2.103634398264262,Zn3Ir,C,H,0,hollow,top,0,Zn,3,Ir,1
387541.0,MamunHighT2019,CH3CH2OH(g) + 9* -> 2C* + 6H* + O*,1.033915985995577,Ir3Ru,C,H,O,hollow,top,hollow,Ir,3,Ru,1
372001.0,MamunHighT2019,H2O(g) + 3* -> 2H* + O*,0.2205015988200784,AuCo,H,O,0,hollow,bridge,0,Au,1,Co,1
393147.0,MamunHighT2019,CS2(g) + 3* -> C* + 2S*,-3.8432276918548496,Zn3Mo,C,S,0,hollow,hollow,0,Zn,3,Mo,1
369440.0,MamunHighT2019,CH2CH2(g) + 6* -> 2C* + 4H*,-1.161790578508203,CrCu,C,H,0,hollow,hollow,0,Cr,1,Cu,1
370095.0,MamunHighT2019,H2S(g) + 3* -> 2H* + S*,-3.936308720219927,CrTc,H,S,0,hollow,bridge,0,Cr,1,Tc,1
366037.0,MamunHighT2019,H2SO3(g) + 6* -> 2H* + 3O* + S*,-14.563619313155868,HfRu,H,O,S,hollow,hollow,hollow,Hf,1,Ru,1
365748.0,MamunHighT2019,CH3SH(g) + 6* -> C* + 4H* + S*,5.736295639763171,CdIn,C,H,S,hollow,bridge,hollow,Cd,1,In,1
395697.0,MamunHighT2019,NO2(g) + 3* -> N* + 2O*,-10.370899763480566,Al3Au,N,O,0,hollow,hollow,0,Al,3,Au,1
412869.0,MamunHighT2019,H2O(g) + 3* -> 2H* + O*,-5.813667672178895,Zr3Tl,H,O,0,hollow,hollow,0,Zr,3,Tl,1
362340.0,MamunHighT2019,CO(g) + 2* -> C* + O*,-3.7540146256775415,Sc3Cr,C,O,0,hollow,hollow,0,Sc,3,Cr,1
374435.0,MamunHighT2019,CH3CHO(g) + 7* -> 2C* + 4H* + O*,3.821337629988534,FeGa,C,H,O,bridge,bridge,hollow,Fe,1,Ga,1
378609.0,MamunHighT2019,NO(g) + 2* -> N* + O*,-6.605106282004272,VZn,N,O,0,hollow,bridge,0,V,1,Zn,1
426217.0,MamunHighT2019,CH3COOH(g) + 8* -> 2C* + 4H* + 2O*,5.364046221446642,Cu3Al,C,H,O,hollow,hollow,hollow,Cu,3,Al,1
387304.0,MamunHighT2019,CH3CHO(g) + 7* -> 2C* + 4H* + O*,-2.484875681753352,Ir3Ti,C,H,O,hollow,hollow,hollow,Ir,3,Ti,1
388032.0,MamunHighT2019,H2S(g) + 3* -> 2H* + S*,-2.711353853306605,Rh3Ru,H,S,0,hollow,hollow,0,Rh,3,Ru,1
384362.0,MamunHighT2019,CH3SH(g) + 6* -> C* + 4H* + S*,-7.139371191340274,V3Y,C,H,S,hollow,bridge,hollow,V,3,Y,1
382689.0,MamunHighT2019,H2SO4(g) + 7* -> 2H* + 4O* + S*,-23.898276244863155,Y3Hf,H,O,S,hollow,hollow,hollow,Y,3,Hf,1
362316.0,MamunHighT2019,CS2(g) + 3* -> C* + 2S*,-7.314332906565255,Zr3Mn,C,S,0,hollow,hollow,0,Zr,3,Mn,1
394967.0,MamunHighT2019,CH3COOH(g) + 8* -> 2C* + 4H* + 2O*,13.929255695235495,Hg3Rh,C,H,O,hollow,top,top,Hg,3,Rh,1
361797.0,MamunHighT2019,CO(g) + 2* -> C* + O*,4.30890998173561,Ag3Bi,C,O,0,hollow,hollow,0,Ag,3,Bi,1
361764.0,MamunHighT2019,H2O(g) + 3* -> 2H* + O*,0.8426777818293658,Pt3Bi,H,O,0,hollow,hollow,0,Pt,3,Bi,1
397180.0,MamunHighT2019,NH3(g) + 4* -> 3H* + N*,-0.6274687971246635,In3W,H,N,0,top,hollow,0,In,3,W,1
399646.0,MamunHighT2019,H2O(g) + 3* -> 2H* + O*,-1.3585626258810637,Sn3Hf,H,O,0,top,top,0,Sn,3,Hf,1
416673.0,MamunHighT2019,H2O(g) + 3* -> 2H* + O*,-4.718201984878874,Nb3Rh,H,O,0,hollow,hollow,0,Nb,3,Rh,1
365408.0,MamunHighT2019,CH3CH2OH(g) + 9* -> 2C* + 6H* + O*,-1.3274428706012031,OsRu,C,H,O,hollow,hollow,hollow,Os,1,Ru,1
417181.0,MamunHighT2019,CH4(g) + 5* -> C* + 4H*,1.662874334565572,NbTl,C,H,0,hollow-tilt,bridge,0,Nb,1,Tl,1
394091.0,MamunHighT2019,CH2CH2(g) + 6* -> 2C* + 4H*,-1.971055774096726,Cd3Re,C,H,0,hollow-tilt,top,0,Cd,3,Re,1
378611.0,MamunHighT2019,CO(g) + 2* -> C* + O*,-2.5281536193666625,VZn,C,O,0,hollow,bridge,0,V,1,Zn,1
411647.0,MamunHighT2019,H2O(g) + 3* -> 2H* + O*,-6.342733710780635,Sc3Pb,H,O,0,hollow,hollow,0,Sc,3,Pb,1
377697.0,MamunHighT2019,CH4(g) + 5* -> C* + 4H*,5.742620245860167,InPd,C,H,0,bridge,bridge,0,In,1,Pd,1
389826.0,MamunHighT2019,CH3SH(g) + 6* -> C* + 4H* + S*,-1.2719274300685584,Pt3Cr,C,H,S,hollow,hollow,hollow,Pt,3,Cr,1
387027.0,MamunHighT2019,CH2CH2(g) + 6* -> 2C* + 4H*,-2.174944686701906,Ru3Mo,C,H,0,hollow,hollow,0,Ru,3,Mo,1
397190.0,MamunHighT2019,H2S(g) + 3* -> 2H* + S*,-2.2655934256125647,In3W,H,S,0,top,top,0,In,3,W,1
423223.0,MamunHighT2019,N2O(g) + 3* -> 2N* + O*,-6.137867365102693,Ru3Ag,N,O,0,hollow,hollow,0,Ru,3,Ag,1
370137.0,MamunHighT2019,NH3(g) + 4* -> 3H* + N*,1.3378361230778069,AuIr,H,N,0,bridge,top-tilt,0,Au,1,Ir,1
396675.0,MamunHighT2019,H2SO3(g) + 6* -> 2H* + 3O* + S*,-2.257840766576919,Ga3Pb,H,O,S,bridge-tilt,hollow,bridge,Ga,3,Pb,1
384691.0,MamunHighT2019,NO2(g) + 3* -> N* + 2O*,-10.31743674143422,Cr3Zr,N,O,0,hollow,hollow,0,Cr,3,Zr,1
409187.0,MamunHighT2019,CH3CHO(g) + 7* -> 2C* + 4H* + O*,-5.444361164556199,La3Ag,C,H,O,hollow,hollow,hollow,La,3,Ag,1
387783.0,MamunHighT2019,CH4(g) + 5* -> C* + 4H*,-0.5719362130465697,Rh3Ta,C,H,0,hollow,hollow,0,Rh,3,Ta,1
415030.0,MamunHighT2019,CH2CH2(g) + 6* -> 2C* + 4H*,-4.5324233365012105,Ti3In,C,H,0,hollow,hollow,0,Ti,3,In,1
365927.0,MamunHighT2019,CO2(g) + 3* -> C* + 2O*,1.3940683116761647,FePt,C,O,0,hollow,hollow,0,Fe,1,Pt,1
394249.0,MamunHighT2019,CH3COOH(g) + 8* -> 2C* + 4H* + 2O*,7.503837882228709,Cd3Rh,C,H,O,top,top,hollow,Cd,3,Rh,1
385497.0,MamunHighT2019,H2O2(g) + 4* -> 2H* + 2O*,-10.97715252506282,W3Cr,H,O,0,hollow,hollow,0,W,3,Cr,1
362758.0,MamunHighT2019,CH3SH(g) + 6* -> C* + 4H* + S*,-5.412351325845179,W3Pb,C,H,S,hollow,hollow,hollow,W,3,Pb,1
421372.0,MamunHighT2019,H2SO4(g) + 7* -> 2H* + 4O* + S*,-12.82652484076425,Re3In,H,O,S,hollow,hollow,hollow,Re,3,In,1
370037.0,MamunHighT2019,H2S(g) + 3* -> 2H* + S*,-2.8708248077035705,IrPt,H,S,0,top,hollow,0,Ir,1,Pt,1
383666.0,MamunHighT2019,CO(g) + 2* -> C* + O*,-4.846451958275452,Zr3Sc,C,O,0,hollow,hollow,0,Zr,3,Sc,1
415674.0,MamunHighT2019,CH3CH3(g) + 8* -> 2C* + 6H*,-5.145148189833549,Ta3Mn,C,H,0,hollow,hollow,0,Ta,3,Mn,1
373937.0,MamunHighT2019,CH2CH2(g) + 6* -> 2C* + 4H*,1.731158581090881,LaPb,C,H,0,hollow,bridge,0,La,1,Pb,1
378069.0,MamunHighT2019,CH3OH(g) + 6* -> C* + 4H* + O*,6.772764461584757,HgPd,C,H,O,hollow,bridge,hollow,Hg,1,Pd,1
420017.0,MamunHighT2019,CO(g) + 2* -> C* + O*,-3.5787537213706173,W3Ni,C,O,0,hollow,hollow,0,W,3,Ni,1
419411.0,MamunHighT2019,CO(g) + 2* -> C* + O*,-3.022830047071352,Mo3Hg,C,O,0,hollow,hollow,0,Mo,3,Hg,1
384392.0,MamunHighT2019,CH3CH2SH(g) + 9* -> 2C* + 6H* + S*,-7.37711623602479,V3La,C,H,S,hollow,hollow,hollow,V,3,La,1
388280.0,MamunHighT2019,H2SO3(g) + 6* -> 2H* + 3O* + S*,-9.274728620954193,Ni3Hf,H,O,S,bridge,hollow,hollow,Ni,3,Hf,1
365588.0,MamunHighT2019,CS2(g) + 3* -> C* + 2S*,-6.98072460565993,TcV,C,S,0,bridge,bridge,0,Tc,1,V,1
365828.0,MamunHighT2019,CH3CH3(g) + 8* -> 2C* + 6H*,-1.482630345214261,PdW,C,H,0,hollow,bridge,0,Pd,1,W,1
386351.0,MamunHighT2019,H2O(g) + 3* -> 2H* + O*,-2.324528521274374,Tc3Os,H,O,0,hollow,hollow,0,Tc,3,Os,1
396896.0,MamunHighT2019,H2S(g) + 3* -> 2H* + S*,-1.0609528089097466,In3Zr,H,S,0,top,hollow,0,In,3,Zr,1
374699.0,MamunHighT2019,CH3COOH(g) + 8* -> 2C* + 4H* + 2O*,8.059215423818841,CuIn,C,H,O,hollow,top-tilt,hollow,Cu,1,In,1
395380.0,MamunHighT2019,H2O(g) + 3* -> 2H* + O*,-1.154810722328989,Al3Nb,H,O,0,hollow,hollow,0,Al,3,Nb,1
385284.0,MamunHighT2019,H2O2(g) + 4* -> 2H* + 2O*,-9.194647967460014,W3La,H,O,0,bridge,bridge,0,W,3,La,1
387832.0,MamunHighT2019,CH3CH2SH(g) + 9* -> 2C* + 6H* + S*,-3.918522543947233,Rh3Nb,C,H,S,hollow,hollow,hollow,Rh,3,Nb,1
398489.0,MamunHighT2019,OCHOH(g) + 5* -> C* + 2H* + 2O*,2.511484334068655,Pb3La,C,H,O,hollow,bridge,bridge,Pb,3,La,1
396563.0,MamunHighT2019,NO(g) + 2* -> N* + O*,-3.4906918327105814,Ga3Al,N,O,0,hollow,hollow,0,Ga,3,Al,1
425865.0,MamunHighT2019,CH3CH2SH(g) + 9* -> 2C* + 6H* + S*,10.526158259977478,Au3Cd,C,H,S,hollow,hollow,hollow,Au,3,Cd,1
425840.0,MamunHighT2019,CO2(g) + 3* -> C* + 2O*,7.090751387471755,Au3Cd,C,O,0,hollow,hollow,0,Au,3,Cd,1
423794.0,MamunHighT2019,CH3SH(g) + 6* -> C* + 4H* + S*,-3.6041170444437967,Ir3Hg,C,H,S,hollow,hollow,hollow,Ir,3,Hg,1
398222.0,MamunHighT2019,H2SO3(g) + 6* -> 2H* + 3O* + S*,0.7688643182464148,Tl3Au,H,O,S,top,hollow,bridge-tilt,Tl,3,Au,1
373617.0,MamunHighT2019,CH* + * -> C* + H*,1.4672583626015694,Cu3Au,C,H,CH,hollow,hollow,hollow,Cu,3,Au,1
414707.0,MamunHighT2019,H2S(g) + 3* -> 2H* + S*,-5.438159690607677,Ti3Pd,H,S,0,hollow,hollow,0,Ti,3,Pd,1
387816.0,MamunHighT2019,CS2(g) + 3* -> C* + 2S*,-5.289219133571464,Rh3Nb,C,S,0,hollow,hollow,0,Rh,3,Nb,1
381695.0,MamunHighT2019,NO2(g) + 3* -> N* + 2O*,-7.015678852933206,Ru3Au,N,O,0,hollow,hollow,0,Ru,3,Au,1
362209.0,MamunHighT2019,CH3CH2OH(g) + 9* -> 2C* + 6H* + O*,5.0604032324023365,Ag3Fe,C,H,O,hollow-tilt,hollow,hollow-tilt,Ag,3,Fe,1
425292.0,MamunHighT2019,CH4(g) + 5* -> C* + 4H*,1.1530862007649605,Pt3Cu,C,H,0,hollow,bridge,0,Pt,3,Cu,1
364581.0,MamunHighT2019,CH2CH2(g) + 6* -> 2C* + 4H*,-0.562106645140716,FeTc,C,H,0,hollow,hollow,0,Fe,1,Tc,1
390612.0,MamunHighT2019,SO2(g) + 3* -> 2O* + S*,-1.8495095971686624,Pd3Rh,O,S,0,hollow,hollow,0,Pd,3,Rh,1
373298.0,MamunHighT2019,CS2(g) + 3* -> C* + 2S*,-4.20716103936968,NiRh,C,S,0,hollow,hollow,0,Ni,1,Rh,1
396956.0,MamunHighT2019,H2SO4(g) + 7* -> 2H* + 4O* + S*,-8.147618679258812,In3Ti,H,O,S,top,top,hollow-tilt,In,3,Ti,1
419046.0,MamunHighT2019,H2O2(g) + 4* -> 2H* + 2O*,-9.128959414470271,Mo3Ni,H,O,0,hollow,hollow,0,Mo,3,Ni,1
386175.0,MamunHighT2019,C2H2(g) + 4* -> 2C* + 2H*,-4.47924725821855,Tc3Hf,C,H,0,hollow,bridge,0,Tc,3,Hf,1
388183.0,MamunHighT2019,CH3CH2SH(g) + 9* -> 2C* + 6H* + S*,-4.6786973141319095,Ni3Y,C,H,S,hollow,bridge,hollow,Ni,3,Y,1
379494.0,MamunHighT2019,H2SO4(g) + 7* -> 2H* + 4O* + S*,-5.725066998356851,Rh3Cd,H,O,S,hollow,hollow,hollow,Rh,3,Cd,1
420712.0,MamunHighT2019,NH2(g) + 3* -> 2H* + N*,-4.735655366376989,ReRu,H,N,0,hollow,hollow,0,Re,1,Ru,1
420557.0,MamunHighT2019,CH3OH(g) + 6* -> C* + 4H* + O*,-5.303483477200189,W3Tl,C,H,O,hollow,hollow,hollow,W,3,Tl,1
373171.0,MamunHighT2019,CH3CH2OH(g) + 9* -> 2C* + 6H* + O*,-4.298790204377269,NbNi,C,H,O,bridge,hollow,hollow,Nb,1,Ni,1
389082.0,MamunHighT2019,CH3COOH(g) + 8* -> 2C* + 4H* + 2O*,0.4281820094406612,Co3Ni,C,H,O,hollow,hollow,hollow,Co,3,Ni,1
378085.0,MamunHighT2019,H2O(g) + 3* -> 2H* + O*,-3.990429305578914,AuZr,H,O,0,bridge,bridge,0,Au,1,Zr,1
368411.0,MamunHighT2019,CH3OH(g) + 6* -> C* + 4H* + O*,-5.868386092005949,CdHf,C,H,O,hollow,bridge,bridge,Cd,1,Hf,1
390698.0,MamunHighT2019,NH3(g) + 4* -> 3H* + N*,1.1220178755636994,Pd3Fe,H,N,0,bridge,hollow,0,Pd,3,Fe,1
423347.0,MamunHighT2019,CH3COOH(g) + 8* -> 2C* + 4H* + 2O*,-2.7669707923701026,Ru3Al,C,H,O,hollow,hollow,hollow,Ru,3,Al,1
419523.0,MamunHighT2019,CO2(g) + 3* -> C* + 2O*,-3.465566473429135,Mo3In,C,O,0,hollow,hollow,0,Mo,3,In,1
379647.0,MamunHighT2019,N2O(g) + 3* -> 2N* + O*,-3.5141409707005096,Ir3Hf,N,O,0,hollow,hollow,0,Ir,3,Hf,1
375863.0,MamunHighT2019,CH3COOH(g) + 8* -> 2C* + 4H* + 2O*,8.056527755245497,PtSn,C,H,O,hollow,top,hollow,Pt,1,Sn,1
376593.0,MamunHighT2019,CH3CH2OH(g) + 9* -> 2C* + 6H* + O*,-5.025439733765211,TiZn,C,H,O,hollow,hollow,bridge,Ti,1,Zn,1
363922.0,MamunHighT2019,CO(g) + 2* -> C* + O*,-4.268188145875342,MnTa,C,O,0,bridge,hollow,0,Mn,1,Ta,1
409009.0,MamunHighT2019,H2SO3(g) + 6* -> 2H* + 3O* + S*,-17.179966388370303,La3Ir,H,O,S,hollow,hollow,hollow,La,3,Ir,1
367017.0,MamunHighT2019,H2O(g) + 3* -> 2H* + O*,-1.997314487382141,CoRe,H,O,0,hollow,hollow,0,Co,1,Re,1
425578.0,MamunHighT2019,NH2(g) + 3* -> 2H* + N*,-1.5412182238863463,Pd3Hg,H,N,0,hollow,hollow,0,Pd,3,Hg,1
379746.0,MamunHighT2019,CH3CH2SH(g) + 9* -> 2C* + 6H* + S*,8.87697424457258,Sn3Mo,C,H,S,hollow,top,top-tilt,Sn,3,Mo,1
