id,pubId,Equation,reactionEnergy,surfaceComposition,ads_1,ads_2,ads_3,sites_1,sites_2,sites_3,MetalA,RatioA,MetalB,RatioB
398363.0,MamunHighT2019,CH3COOH(g) + 8* -> 2C* + 4H* + 2O*,11.714163605087831,Tl3Ga,C,H,O,hollow,hollow-tilt,hollow-tilt,Tl,3,Ga,1
374603.0,MamunHighT2019,CH3CH3(g) + 8* -> 2C* + 6H*,-4.537076891189486,FeHf,C,H,0,bridge,hollow,0,Fe,1,Hf,1
394610.0,MamunHighT2019,NCH(g) + 3* -> C* + H* + N*,2.6434535590993846,Hg3Hf,C,H,N,top,top-tilt,top,Hg,3,Hf,1
369531.0,MamunHighT2019,H2O(g) + 3* -> 2H* + O*,-4.574306554192049,AgHf,H,O,0,bridge,bridge,0,Ag,1,Hf,1
410939.0,MamunHighT2019,CO2(g) + 3* -> C* + 2O*,-8.062800523637634,Sc3Rh,C,O,0,hollow,hollow,0,Sc,3,Rh,1
421688.0,MamunHighT2019,NCH(g) + 3* -> C* + H* + N*,-2.6918231543935462,Tc3Mn,C,H,N,hollow,hollow,hollow,Tc,3,Mn,1
408500.0,MamunHighT2019,C2H2(g) + 4* -> 2C* + 2H*,-2.489694001807095,Y3Ga,C,H,0,hollow,hollow,0,Y,3,Ga,1
375066.0,MamunHighT2019,H2SO3(g) + 6* -> 2H* + 3O* + S*,-1.8630340633953888,CuZn,H,O,S,hollow,hollow,hollow,Cu,1,Zn,1
370824.0,MamunHighT2019,NH2(g) + 3* -> 2H* + N*,-2.770679567888976,CoTl,H,N,0,bridge,bridge,0,Co,1,Tl,1
414356.0,MamunHighT2019,CH2* + * -> CH* + H*,-0.7184726445048,Ir3Cu,H,CH,CH2,bridge,hollow,bridge,Ir,3,Cu,1
362183.0,MamunHighT2019,NO2(g) + 3* -> N* + 2O*,-6.22949721034297,Rh3Hf,N,O,0,hollow,hollow,0,Rh,3,Hf,1
391178.0,MamunHighT2019,CH3CH2OH(g) + 9* -> 2C* + 6H* + O*,1.393102579504216,Au3Ir,C,H,O,hollow,top,top,Au,3,Ir,1
422792.0,MamunHighT2019,H2SO4(g) + 7* -> 2H* + 4O* + S*,-11.162510349064178,Os3Ag,H,O,S,hollow,hollow,hollow,Os,3,Ag,1
396353.0,MamunHighT2019,CH3CH2OH(g) + 9* -> 2C* + 6H* + O*,6.657414997598266,Ga3Pt,C,H,O,hollow,top,hollow,Ga,3,Pt,1
400113.0,MamunHighT2019,NH3(g) + 4* -> 3H* + N*,2.491286276383846,Sn3Pt,H,N,0,top,hollow,0,Sn,3,Pt,1
374459.0,MamunHighT2019,CH3OH(g) + 6* -> C* + 4H* + O*,-5.3384990860172366,TcTi,C,H,O,bridge,hollow,hollow,Tc,1,Ti,1
386212.0,MamunHighT2019,NH* + * -> H* + N*,0.4815175465046195,Ni3Co,H,N,NH,hollow,hollow,hollow,Ni,3,Co,1
376505.0,MamunHighT2019,NO(g) + 2* -> N* + O*,-6.2024843335093465,CrPd,N,O,0,hollow,hollow,0,Cr,1,Pd,1
378714.0,MamunHighT2019,NH3(g) + 4* -> 3H* + N*,3.438091275273848,PbPd,H,N,0,bridge,bridge,0,Pb,1,Pd,1
378248.0,MamunHighT2019,C2H2(g) + 4* -> 2C* + 2H*,-0.1118971562019055,AgFe,C,H,0,bridge,hollow,0,Ag,1,Fe,1
398023.0,MamunHighT2019,CO(g) + 2* -> C* + O*,-1.93335970787814,Tl3Ta,C,O,0,hollow,top,0,Tl,3,Ta,1
386143.0,MamunHighT2019,NCH(g) + 3* -> C* + H* + N*,-4.016097668103953,Tc3Zr,C,H,N,hollow,bridge,hollow,Tc,3,Zr,1
380478.0,MamunHighT2019,CO(g) + 2* -> C* + O*,-1.657542535876587,Co3W,C,O,0,hollow,hollow,0,Co,3,W,1
372367.0,MamunHighT2019,H2O2(g) + 4* -> 2H* + 2O*,-3.2404649267130026,NiZn,H,O,0,bridge,hollow,0,Ni,1,Zn,1
421238.0,MamunHighT2019,N2O(g) + 3* -> 2N* + O*,-7.101320152805101,Re3Hg,N,O,0,hollow,hollow,0,Re,3,Hg,1
414223.0,MamunHighT2019,NO2(g) + 3* -> N* + 2O*,-14.89370020233605,Hf3Sn,N,O,0,hollow,hollow,0,Hf,3,Sn,1
400200.0,MamunHighT2019,CH3COOH(g) + 8* -> 2C* + 4H* + 2O*,9.527630950426556,Sn3Au,C,H,O,hollow,top-tilt,hollow,Sn,3,Au,1
381238.0,MamunHighT2019,SO2(g) + 3* -> 2O* + S*,-2.711616987269963,Ga3Cr,O,S,0,hollow,hollow,0,Ga,3,Cr,1
387876.0,MamunHighT2019,C2H2(g) + 4* -> 2C* + 2H*,-1.35676164061357,Rh3Cr,C,H,0,hollow,hollow,0,Rh,3,Cr,1
395428.0,MamunHighT2019,CH3CHO(g) + 7* -> 2C* + 4H* + O*,1.3801325456155382,Al3V,C,H,O,hollow,hollow,hollow,Al,3,V,1
370324.0,MamunHighT2019,CH3OH(g) + 6* -> C* + 4H* + O*,-6.891935629100317,HfMo,C,H,O,4fold,hollow,hollow,Hf,1,Mo,1
379782.0,MamunHighT2019,CH3CHO(g) + 7* -> 2C* + 4H* + O*,4.393430716994203,Al3Rh,C,H,O,hollow,bridge,hollow,Al,3,Rh,1
385130.0,MamunHighT2019,H2O(g) + 3* -> 2H* + O*,-3.493106435076811,Mo3Ru,H,O,0,hollow,hollow,0,Mo,3,Ru,1
418764.0,MamunHighT2019,CO(g) + 2* -> C* + O*,-2.511569641473784,Cr3Tl,C,O,0,hollow,hollow,0,Cr,3,Tl,1
389019.0,MamunHighT2019,NO(g) + 2* -> N* + O*,-3.252250448902487,Co3Rh,N,O,0,hollow,hollow,0,Co,3,Rh,1
366740.0,MamunHighT2019,CH3OH(g) + 6* -> C* + 4H* + O*,0.6239706376877621,AuRh,C,H,O,hollow,bridge,hollow,Au,1,Rh,1
408787.0,MamunHighT2019,CO(g) + 2* -> C* + O*,-4.669271018670429,La3V,C,O,0,hollow,hollow,0,La,3,V,1
413437.0,MamunHighT2019,CH3CHO(g) + 7* -> 2C* + 4H* + O*,-8.87362030553561,Hf3Rh,C,H,O,hollow,hollow,hollow,Hf,3,Rh,1
417716.0,MamunHighT2019,NH* + * -> H* + N*,0.031330915291619,Fe3Ga,H,N,NH,hollow,hollow,hollow,Fe,3,Ga,1
389300.0,MamunHighT2019,H2SO3(g) + 6* -> 2H* + 3O* + S*,-12.8935679761762,Fe3Hf,H,O,S,hollow,hollow,bridge,Fe,3,Hf,1
362036.0,MamunHighT2019,CO(g) + 2* -> C* + O*,-1.9410722303560988,Al3Bi,C,O,0,hollow,hollow,0,Al,3,Bi,1
369935.0,MamunHighT2019,OCHOH(g) + 5* -> C* + 2H* + 2O*,2.236330711477194,NiPb,C,H,O,bridge,bridge,bridge,Ni,1,Pb,1
413096.0,MamunHighT2019,C2H2(g) + 4* -> 2C* + 2H*,-4.7279002580172005,Hf3Mo,C,H,0,hollow,hollow,0,Hf,3,Mo,1
381296.0,MamunHighT2019,H2SO3(g) + 6* -> 2H* + 3O* + S*,-0.9728895598727832,Hg3Ru,H,O,S,top,top,top,Hg,3,Ru,1
363231.0,MamunHighT2019,NO(g) + 2* -> N* + O*,-6.025083934007853,Au3Mo,N,O,0,top,top,0,Au,3,Mo,1
390674.0,MamunHighT2019,H2SO4(g) + 7* -> 2H* + 4O* + S*,-2.385080516743983,Pd3Co,H,O,S,hollow,hollow,hollow,Pd,3,Co,1
399400.0,MamunHighT2019,N2O(g) + 3* -> 2N* + O*,1.2650553312003012,Pb3Ga,N,O,0,hollow,hollow,0,Pb,3,Ga,1
414368.0,MamunHighT2019,CH4(g) + 5* -> C* + 4H*,-3.3576259886384605,Ti3Cr,C,H,0,hollow,hollow,0,Ti,3,Cr,1
398594.0,MamunHighT2019,CH3CH2SH(g) + 9* -> 2C* + 6H* + S*,1.951928348072784,Pb3Hf,C,H,S,hollow,top,top,Pb,3,Hf,1
366269.0,MamunHighT2019,CS2(g) + 3* -> C* + 2S*,-6.1977367633600124,AgTa,C,S,0,hollow,bridge,0,Ag,1,Ta,1
400190.0,MamunHighT2019,H2O2(g) + 4* -> 2H* + 2O*,-1.4415641494717877,Sn3Au,H,O,0,top-tilt,hollow,0,Sn,3,Au,1
371386.0,MamunHighT2019,H2S(g) + 3* -> 2H* + S*,-3.8180713120144674,AuTi,H,S,0,bridge,hollow,0,Au,1,Ti,1
364858.0,MamunHighT2019,CO2(g) + 3* -> C* + 2O*,-6.215029461824088,NiZr,C,O,0,bridge,bridge,0,Ni,1,Zr,1
361438.0,MamunHighT2019,CO2(g) + 3* -> C* + 2O*,6.694949563870978,BiPd,C,O,0,bridge,hollow,0,Bi,1,Pd,1
409486.0,MamunHighT2019,SO2(g) + 3* -> 2O* + S*,-8.786433943160091,LaSn,O,S,0,bridge,hollow,0,La,1,Sn,1
419530.0,MamunHighT2019,OCHOH(g) + 5* -> C* + 2H* + 2O*,-5.358611835627244,Mo3In,C,H,O,hollow,hollow,hollow,Mo,3,In,1
388389.0,MamunHighT2019,NH2(g) + 3* -> 2H* + N*,-3.7491292297848418,Ni3V,H,N,0,hollow,hollow,0,Ni,3,V,1
417041.0,MamunHighT2019,NO(g) + 2* -> N* + O*,-8.563232567106752,Nb3Hg,N,O,0,hollow,hollow,0,Nb,3,Hg,1
408218.0,MamunHighT2019,CH4(g) + 5* -> C* + 4H*,-2.6898103284464696,Y3Ag,C,H,0,hollow,hollow,0,Y,3,Ag,1
384886.0,MamunHighT2019,CH3CH2SH(g) + 9* -> 2C* + 6H* + S*,-2.5640029852369253,Mo3Hf,C,H,S,hollow,top,hollow,Mo,3,Hf,1
381843.0,MamunHighT2019,CS2(g) + 3* -> C* + 2S*,-6.017336853264283,Ir3Pd,C,S,0,hollow,hollow,0,Ir,3,Pd,1
365904.0,MamunHighT2019,NO2(g) + 3* -> N* + 2O*,0.7730918783615834,AuCd,N,O,0,hollow,hollow,0,Au,1,Cd,1
379576.0,MamunHighT2019,NCH(g) + 3* -> C* + H* + N*,3.57177658659532,Tl3Pt,C,H,N,hollow,top-tilt,hollow,Tl,3,Pt,1
389982.0,MamunHighT2019,NO2(g) + 3* -> N* + 2O*,-2.282152641246512,Pt3Ir,N,O,0,hollow,hollow,0,Pt,3,Ir,1
390051.0,MamunHighT2019,CH3CH3(g) + 8* -> 2C* + 6H*,2.189265357584532,Pt3Ni,C,H,0,hollow,top,0,Pt,3,Ni,1
390485.0,MamunHighT2019,CH4(g) + 5* -> C* + 4H*,0.7678608980578474,Pd3W,C,H,0,hollow,hollow,0,Pd,3,W,1
387944.0,MamunHighT2019,CH3OH(g) + 6* -> C* + 4H* + O*,-2.1070143241081496,Rh3W,C,H,O,hollow,hollow,top,Rh,3,W,1
381064.0,MamunHighT2019,SO2(g) + 3* -> 2O* + S*,-0.5095716667731267,Pd3Ag,O,S,0,hollow,hollow,0,Pd,3,Ag,1
391584.0,MamunHighT2019,H2S(g) + 3* -> 2H* + S*,-3.229703096321714,Ag3Nb,H,S,0,hollow,hollow-tilt,0,Ag,3,Nb,1
383995.0,MamunHighT2019,NO2(g) + 3* -> N* + 2O*,-13.066819047644683,Nb3Cr,N,O,0,hollow,hollow,0,Nb,3,Cr,1
362137.0,MamunHighT2019,N2O(g) + 3* -> 2N* + O*,-3.134959860509525,Rh3Mn,N,O,0,hollow,hollow,0,Rh,3,Mn,1
375185.0,MamunHighT2019,CS2(g) + 3* -> C* + 2S*,-3.631366387869207,AlFe,C,S,0,4fold,bridge,0,Al,1,Fe,1
374021.0,MamunHighT2019,CH3CH2SH(g) + 9* -> 2C* + 6H* + S*,-4.7776164086357085,RhW,C,H,S,hollow,hollow,hollow,Rh,1,W,1
368360.0,MamunHighT2019,NH2(g) + 3* -> 2H* + N*,-6.277861227277128,MoY,H,N,0,bridge,hollow,0,Mo,1,Y,1
396085.0,MamunHighT2019,H2SO4(g) + 7* -> 2H* + 4O* + S*,-4.118947039130944,Ga3V,H,O,S,top,hollow,hollow,Ga,3,V,1
399951.0,MamunHighT2019,CH3CH3(g) + 8* -> 2C* + 6H*,5.449543436995896,Sn3Ru,C,H,0,top,top,0,Sn,3,Ru,1
395886.0,MamunHighT2019,CH3OH(g) + 6* -> C* + 4H* + O*,1.177074260493555,Ga3La,C,H,O,hollow,bridge,hollow,Ga,3,La,1
410517.0,MamunHighT2019,CS2(g) + 3* -> C* + 2S*,-7.886117552364453,Sc3Ta,C,S,0,hollow,bridge,0,Sc,3,Ta,1
416457.0,MamunHighT2019,CO2(g) + 3* -> C* + 2O*,-6.786436141328522,Nb3Re,C,O,0,hollow,hollow,0,Nb,3,Re,1
361964.0,MamunHighT2019,CH3SH(g) + 6* -> C* + 4H* + S*,9.479237953452298,Bi3Re,C,H,S,hollow,hollow,hollow,Bi,3,Re,1
374721.0,MamunHighT2019,H2O2(g) + 4* -> 2H* + 2O*,-10.53450412706411,CdZr,H,O,0,bridge,bridge,0,Cd,1,Zr,1
384539.0,MamunHighT2019,CH3CHO(g) + 7* -> 2C* + 4H* + O*,-8.578290802944707,V3Ta,C,H,O,hollow,hollow,hollow,V,3,Ta,1
409256.0,MamunHighT2019,CS2(g) + 3* -> C* + 2S*,-5.85277124716697,CdLa,C,S,0,4fold,hollow,0,Cd,1,La,1
372128.0,MamunHighT2019,H2O2(g) + 4* -> 2H* + 2O*,0.3052249227464472,AgPb,H,O,0,bridge,4fold,0,Ag,1,Pb,1
411108.0,MamunHighT2019,CH3CH2OH(g) + 9* -> 2C* + 6H* + O*,-9.742814899970083,Sc3Pd,C,H,O,hollow,hollow,hollow,Sc,3,Pd,1
365552.0,MamunHighT2019,NO(g) + 2* -> N* + O*,-6.294784803307266,CuW,N,O,0,hollow,bridge,0,Cu,1,W,1
408588.0,MamunHighT2019,CO(g) + 2* -> C* + O*,-4.909814345870132,Y3Pb,C,O,0,hollow,hollow,0,Y,3,Pb,1
360994.0,MamunHighT2019,H2SO3(g) + 6* -> 2H* + 3O* + S*,0.7895207512283378,BiPt,H,O,S,top-tilt,hollow,bridge,Bi,1,Pt,1
393924.0,MamunHighT2019,CO2(g) + 3* -> C* + 2O*,-2.5697960166271514,Cd3V,C,O,0,hollow-tilt,top,0,Cd,3,V,1
382393.0,MamunHighT2019,N2O(g) + 3* -> 2N* + O*,1.100443465899616,Cu,N,O,0,hollow,hollow,0,Cu,1,0,0
363646.0,MamunHighT2019,H2O2(g) + 4* -> 2H* + 2O*,-8.773804323465129,NbRh,H,O,0,hollow,hollow,0,Nb,1,Rh,1
369887.0,MamunHighT2019,CH3CH3(g) + 8* -> 2C* + 6H*,-1.0085797391953977,OsTa,C,H,0,hollow,hollow,0,Os,1,Ta,1
378297.0,MamunHighT2019,NO(g) + 2* -> N* + O*,-6.04147525540975,PtV,N,O,0,hollow,hollow,0,Pt,1,V,1
378318.0,MamunHighT2019,H2SO3(g) + 6* -> 2H* + 3O* + S*,-11.548829005254449,PtV,H,O,S,hollow,hollow,hollow,Pt,1,V,1
388107.0,MamunHighT2019,NCH(g) + 3* -> C* + H* + N*,-0.0088631559959821,Ni3Co,C,H,N,hollow,hollow,hollow,Ni,3,Co,1
390558.0,MamunHighT2019,H2SO4(g) + 7* -> 2H* + 4O* + S*,-4.8826629634586425,Pd3Ru,H,O,S,hollow,hollow,hollow,Pd,3,Ru,1
426443.0,MamunHighT2019,OCHOH(g) + 5* -> C* + 2H* + 2O*,3.1267232467560007,CdZn,C,H,O,hollow,hollow-tilt,hollow,Cd,1,Zn,1
361054.0,MamunHighT2019,CH3SH(g) + 6* -> C* + 4H* + S*,0.4557878222625504,BiRu,C,H,S,bridge,top,bridge,Bi,1,Ru,1
417233.0,MamunHighT2019,H2S(g) + 3* -> 2H* + S*,-4.9520238283056415,Nb3Pb,H,S,0,hollow,hollow,0,Nb,3,Pb,1
414401.0,MamunHighT2019,CS2(g) + 3* -> C* + 2S*,-8.06611473426267,Ti3Mo,C,S,0,hollow,hollow,0,Ti,3,Mo,1
390576.0,MamunHighT2019,CS2(g) + 3* -> C* + 2S*,-4.070178116465399,Pd3Ir,C,S,0,hollow,hollow,0,Pd,3,Ir,1
423331.0,MamunHighT2019,NCH(g) + 3* -> C* + H* + N*,-2.4901546906042995,Ru3Al,C,H,N,hollow,hollow,hollow,Ru,3,Al,1
377007.0,MamunHighT2019,H2SO3(g) + 6* -> 2H* + 3O* + S*,-10.044887792477311,MoZn,H,O,S,bridge,hollow,hollow,Mo,1,Zn,1
424521.0,MamunHighT2019,CH3OH(g) + 6* -> C* + 4H* + O*,-0.5701650238111142,Ni3Cu,C,H,O,hollow,hollow,hollow,Ni,3,Cu,1
388073.0,MamunHighT2019,CH4(g) + 5* -> C* + 4H*,0.4137520851373892,Rh3Ni,C,H,0,hollow,hollow,0,Rh,3,Ni,1
400352.0,MamunHighT2019,H2S(g) + 3* -> 2H* + S*,1.3870582509863425,Sn3Cd,H,S,0,bridge,bridge,0,Sn,3,Cd,1
388403.0,MamunHighT2019,C2H2(g) + 4* -> 2C* + 2H*,-0.1746055180183816,Ni3V,C,H,0,hollow,hollow,0,Ni,3,V,1
374678.0,MamunHighT2019,CH4(g) + 5* -> C* + 4H*,5.766282040444935,CuIn,C,H,0,hollow,top-tilt,0,Cu,1,In,1
411599.0,MamunHighT2019,CO(g) + 2* -> C* + O*,-5.185286613477388,Sc3Tl,C,O,0,hollow,hollow,0,Sc,3,Tl,1
398997.0,MamunHighT2019,NH2(g) + 3* -> 2H* + N*,1.673918346725884,Pb3Fe,H,N,0,bridge,hollow,0,Pb,3,Fe,1
396320.0,MamunHighT2019,NH2(g) + 3* -> 2H* + N*,-1.070685096477348,Ga3Mn,H,N,0,top,hollow,0,Ga,3,Mn,1
366158.0,MamunHighT2019,NH3(g) + 4* -> 3H* + N*,-2.6539367449051383,AgV,H,N,0,hollow,bridge-tilt,0,Ag,1,V,1
380971.0,MamunHighT2019,NCH(g) + 3* -> C* + H* + N*,4.489680647089358,Cu3Sn,C,H,N,hollow,hollow,hollow,Cu,3,Sn,1
368919.0,MamunHighT2019,CH3CH3(g) + 8* -> 2C* + 6H*,-3.539872191010204,MoNb,C,H,0,hollow,hollow,0,Mo,1,Nb,1
408405.0,MamunHighT2019,CO2(g) + 3* -> C* + 2O*,-7.729522433026432,Y3Hg,C,O,0,hollow,hollow,0,Y,3,Hg,1
363476.0,MamunHighT2019,CH3CH2SH(g) + 9* -> 2C* + 6H* + S*,-4.930016076654624,Tc3Cu,C,H,S,hollow,hollow,hollow,Tc,3,Cu,1
366846.0,MamunHighT2019,C2H2(g) + 4* -> 2C* + 2H*,0.5315968333824799,AuNi,C,H,0,bridge,bridge,0,Au,1,Ni,1
370756.0,MamunHighT2019,N2O(g) + 3* -> 2N* + O*,-6.8514683556034015,OsW,N,O,0,hollow,hollow,0,Os,1,W,1
421217.0,MamunHighT2019,NH2(g) + 3* -> 2H* + N*,-5.005618553280613,Re3Hg,H,N,0,hollow,hollow,0,Re,3,Hg,1
373006.0,MamunHighT2019,CH4(g) + 5* -> C* + 4H*,-1.4238457290183533,WZn,C,H,0,hollow,bridge,0,W,1,Zn,1
420103.0,MamunHighT2019,H2O(g) + 3* -> 2H* + O*,-3.767407524776104,W3Mn,H,O,0,hollow,hollow,0,W,3,Mn,1
385449.0,MamunHighT2019,CO2(g) + 3* -> C* + 2O*,-6.795153172033679,W3V,C,O,0,hollow,hollow,0,W,3,V,1
396341.0,MamunHighT2019,H2SO4(g) + 7* -> 2H* + 4O* + S*,-3.881187844743181,Ga3Mn,H,O,S,top,hollow,hollow,Ga,3,Mn,1
415088.0,MamunHighT2019,H2S(g) + 3* -> 2H* + S*,-5.427380717408482,Ti3Tl,H,S,0,hollow,hollow,0,Ti,3,Tl,1
382305.0,MamunHighT2019,NCH(g) + 3* -> C* + H* + N*,5.544812396895964,Au,C,H,N,hollow,hollow,hollow,Au,1,0,0
366612.0,MamunHighT2019,H2O2(g) + 4* -> 2H* + 2O*,-6.774072649278651,CuRe,H,O,0,bridge,hollow,0,Cu,1,Re,1
409247.0,MamunHighT2019,CO2(g) + 3* -> C* + 2O*,-5.430341588131341,CdLa,C,O,0,4fold,bridge,0,Cd,1,La,1
385630.0,MamunHighT2019,CH3COOH(g) + 8* -> 2C* + 4H* + 2O*,-1.6815666503457578,Os3Ru,C,H,O,hollow,hollow,hollow,Os,3,Ru,1
414466.0,MamunHighT2019,NO2(g) + 3* -> N* + 2O*,-14.677613378540856,Ti3Re,N,O,0,hollow,hollow,0,Ti,3,Re,1
371828.0,MamunHighT2019,NH3(g) + 4* -> 3H* + N*,0.3129458805695435,HgRh,H,N,0,bridge,bridge,0,Hg,1,Rh,1
373765.0,MamunHighT2019,CH3CHO(g) + 7* -> 2C* + 4H* + O*,0.1723871096386346,CoIr,C,H,O,hollow,hollow,hollow,Co,1,Ir,1
361737.0,MamunHighT2019,NCH(g) + 3* -> C* + H* + N*,5.535187594202967,Bi3Pt,C,H,N,hollow,hollow,hollow,Bi,3,Pt,1
375709.0,MamunHighT2019,CH3COOH(g) + 8* -> 2C* + 4H* + 2O*,-1.4949213193754076,HfTl,C,H,O,hollow,bridge,bridge,Hf,1,Tl,1
372564.0,MamunHighT2019,CO(g) + 2* -> C* + O*,-0.1900517880800407,AgRh,C,O,0,bridge,hollow,0,Ag,1,Rh,1
425246.0,MamunHighT2019,CH3CH3(g) + 8* -> 2C* + 6H*,0.8483833290005123,Pt3Ag,C,H,0,hollow,hollow,0,Pt,3,Ag,1
420598.0,MamunHighT2019,CH2CH2(g) + 6* -> 2C* + 4H*,-2.5034636426920542,W3Sn,C,H,0,hollow,hollow,0,W,3,Sn,1
394129.0,MamunHighT2019,H2S(g) + 3* -> 2H* + S*,-2.288044314014656,Cd3Tc,H,S,0,top,hollow-tilt,0,Cd,3,Tc,1
393708.0,MamunHighT2019,NO2(g) + 3* -> N* + 2O*,-8.747938814738745,Cd3Zr,N,O,0,hollow,hollow-tilt,0,Cd,3,Zr,1
361631.0,MamunHighT2019,CH3COOH(g) + 8* -> 2C* + 4H* + 2O*,10.025843633426575,Cd3Bi,C,H,O,hollow,bridge,hollow,Cd,3,Bi,1
373789.0,MamunHighT2019,H2S(g) + 3* -> 2H* + S*,-4.457369169513072,CdSc,H,S,0,bridge,bridge,0,Cd,1,Sc,1
362586.0,MamunHighT2019,CH3CH2SH(g) + 9* -> 2C* + 6H* + S*,-8.587972748628431,W3Pd,C,H,S,hollow,hollow,hollow,W,3,Pd,1
363522.0,MamunHighT2019,CH2CH2(g) + 6* -> 2C* + 4H*,-3.629007296904433,Ti3Ni,C,H,0,hollow,hollow,0,Ti,3,Ni,1
412657.0,MamunHighT2019,CH3COOH(g) + 8* -> 2C* + 4H* + 2O*,-11.83714899216966,Zr3Cd,C,H,O,hollow,hollow,hollow,Zr,3,Cd,1
382582.0,MamunHighT2019,CH* + * -> C* + H*,0.5098054128029617,Co,C,H,CH,hollow,hollow,hollow,Co,1,0,0
364593.0,MamunHighT2019,CH3CH2SH(g) + 9* -> 2C* + 6H* + S*,-3.288189340183066,FeTc,C,H,S,hollow,hollow,hollow,Fe,1,Tc,1
376001.0,MamunHighT2019,CH3CH2OH(g) + 9* -> 2C* + 6H* + O*,-8.775987084600615,WY,C,H,O,hollow,hollow-tilt,hollow,W,1,Y,1
377244.0,MamunHighT2019,CH3* + * -> CH2* + H*,0.7656014008007332,AlAu,H,CH2,CH3,top,bridge,top,Al,1,Au,1
376061.0,MamunHighT2019,CH3OH(g) + 6* -> C* + 4H* + O*,-6.902558953006064,HfW,C,H,O,hollow,hollow,hollow,Hf,1,W,1
374205.0,MamunHighT2019,NCH(g) + 3* -> C* + H* + N*,-4.19277356409691,MoW,C,H,N,hollow,hollow,hollow,Mo,1,W,1
423332.0,MamunHighT2019,C2H2(g) + 4* -> 2C* + 2H*,-2.726673862219343,Ru3Al,C,H,0,hollow,hollow,0,Ru,3,Al,1
378194.0,MamunHighT2019,CH3OH(g) + 6* -> C* + 4H* + O*,-0.3712719853133421,AgIr,C,H,O,bridge,bridge,hollow,Ag,1,Ir,1
421208.0,MamunHighT2019,CH3SH(g) + 6* -> C* + 4H* + S*,-5.276376856949014,Re3Cd,C,H,S,hollow,hollow,hollow,Re,3,Cd,1
374731.0,MamunHighT2019,CO2(g) + 3* -> C* + 2O*,-2.9290613870271045,MoRh,C,O,0,hollow,hollow,0,Mo,1,Rh,1
373029.0,MamunHighT2019,H2O(g) + 3* -> 2H* + O*,3.211477455422824,AuHg,H,O,0,bridge,hollow,0,Au,1,Hg,1
426532.0,MamunHighT2019,CH3COOH(g) + 8* -> 2C* + 4H* + 2O*,5.126601318414487,Zn3Al,C,H,O,hollow,hollow,hollow,Zn,3,Al,1
422336.0,MamunHighT2019,H2S(g) + 3* -> 2H* + S*,-2.9795111566107835,InTc,H,S,0,bridge,bridge,0,In,1,Tc,1
395915.0,MamunHighT2019,NH2(g) + 3* -> 2H* + N*,-1.96713175647102,Ga3Zr,H,N,0,bridge,hollow,0,Ga,3,Zr,1
415775.0,MamunHighT2019,H2O2(g) + 4* -> 2H* + 2O*,-11.694368139870903,Ta3Pd,H,O,0,hollow,hollow,0,Ta,3,Pd,1
366434.0,MamunHighT2019,NH3(g) + 4* -> 3H* + N*,-2.035475187917825,GaTa,H,N,0,bridge,hollow,0,Ga,1,Ta,1
425348.0,MamunHighT2019,CH3CH2OH(g) + 9* -> 2C* + 6H* + O*,2.084183156433596,Pt3Al,C,H,O,hollow,bridge,hollow,Pt,3,Al,1
377510.0,MamunHighT2019,CH3OH(g) + 6* -> C* + 4H* + O*,-7.121277934198133,ScW,C,H,O,hollow,hollow,hollow,Sc,1,W,1
411883.0,MamunHighT2019,CH3CHO(g) + 7* -> 2C* + 4H* + O*,-8.193431356632232,Zr3Nb,C,H,O,hollow,hollow,hollow,Zr,3,Nb,1
417261.0,MamunHighT2019,NCH(g) + 3* -> C* + H* + N*,-4.28855613900339,Nb3Sn,C,H,N,hollow,hollow,hollow,Nb,3,Sn,1
385264.0,MamunHighT2019,CH3OH(g) + 6* -> C* + 4H* + O*,-5.654042837409634,W3Y,C,H,O,hollow,bridge,top,W,3,Y,1
414334.0,MamunHighT2019,CH4(g) + 5* -> C* + 4H*,-3.154864443646943,Ti3V,C,H,0,hollow,hollow,0,Ti,3,V,1
414436.0,MamunHighT2019,CH4(g) + 5* -> C* + 4H*,-3.2595503108449293,Ti3W,C,H,0,hollow,hollow,0,Ti,3,W,1
424222.0,MamunHighT2019,C2H2(g) + 4* -> 2C* + 2H*,-2.4272836046066573,Rh3Tl,C,H,0,hollow,hollow,0,Rh,3,Tl,1
381254.0,MamunHighT2019,CH3CH2OH(g) + 9* -> 2C* + 6H* + O*,-7.012163414010843,Cr3Zn,C,H,O,hollow,hollow,hollow,Cr,3,Zn,1
376399.0,MamunHighT2019,H2S(g) + 3* -> 2H* + S*,-3.1735733584117725,FeOs,H,S,0,hollow,hollow,0,Fe,1,Os,1
399227.0,MamunHighT2019,NH2(g) + 3* -> 2H* + N*,0.1117194657205686,Pb3Zn,H,N,0,bridge-tilt,hollow,0,Pb,3,Zn,1
390045.0,MamunHighT2019,C2H2(g) + 4* -> 2C* + 2H*,-0.4894695294124744,Pt3Ni,C,H,0,hollow,top,0,Pt,3,Ni,1
419241.0,MamunHighT2019,CH3CH2OH(g) + 9* -> 2C* + 6H* + O*,-7.274866059391911,Mo3Ag,C,H,O,hollow,hollow,hollow,Mo,3,Ag,1
421150.0,MamunHighT2019,OCHOH(g) + 5* -> C* + 2H* + 2O*,-4.752084783840701,Re3Zn,C,H,O,hollow,hollow,hollow,Re,3,Zn,1
